title,year,location,project_id,publication_date
Neutrale Store / Estudio DIIR,2021,"Madrid, Spain",978238,2022-03-27T11:00:00.000Z
De Nieuwe Molens Housing Complex / Rapp+Rapp,2020,"Ghent, Belgium",979148,2022-03-27T09:00:00.000Z
Radio Park at Rockefeller Center / HMWhite,2021,"New York, United States",978971,2022-03-27T06:00:00.000Z
Berro House / Jimenez Linares,2021,"Madrid, Spain",978161,2022-03-27T02:00:00.000Z
IF-House / RUANGRONA,2021,"Kecamatan Sukasari, Indonesia",979092,2022-03-27T00:00:00.000Z
NIO House Showroom / August Green,2019,"Chengdu, China",978717,2022-03-26T22:00:00.000Z
Jiu Mao Jiu Group Office / E Studio,2020,"Guangzhou, China",978989,2022-03-26T22:00:00.000Z
Mapu 5 Residential Building / Bar Orian Architects,2022,"Tel Aviv-Yafo, Israel",978480,2022-03-26T20:00:00.000Z
PEERLESS Store / MURAYAMA + KATO ARCHITECTURE,2019,"Shibuya City, Japan",979072,2022-03-26T19:00:00.000Z
Z-Line House / MSSM Associates,2018,"Semarang, Indonesia",979073,2022-03-26T17:00:00.000Z
Abbott Claim Winery / Soderstrom Architects + Ferar Studio,2020,"Carlton, United States",978953,2022-03-26T15:00:00.000Z
Casa do Parque House / Sidney Quintela Architecture + Urban Planning,2015,Brazil,978952,2022-03-26T13:00:00.000Z
Canal House / Tasou Associates,2020,United Kingdom,977492,2022-03-26T12:00:00.000Z
Bath Abbey Restoration / Feilden Clegg Bradley Studios,2021,"Bath, United Kingdom",978593,2022-03-26T11:00:00.000Z
Senckenberg Quarter / Cyrus Moser Architekten,2021,"Frankfurt am Main, Germany",979088,2022-03-26T09:00:00.000Z
Punamora House / TALLER PONTI,2021,Spain,972563,2022-03-26T06:00:00.000Z
Bunker 319 / Ateljé Ö,2021,"Gotland, Sweden",978936,2022-03-26T02:00:00.000Z
Norris Road Residential  / The Purple Ink Studio,2021,"Bangalore, India",979102,2022-03-25T23:00:00.000Z
Glory Office Park / gad,2020,"Hangzhou, China",979067,2022-03-25T20:00:00.000Z
The Guesthouse / Petra Veljkovic + Flavius Tinco,2021,"Buyaga, Uganda",979093,2022-03-25T18:00:00.000Z
"Casa Maca / Workshop, Diseño y Construcción",2021,"Mérida, Mexico",979119,2022-03-25T16:00:00.000Z
SkinOver Reed / IBBTE University of Stuttgart,2019,"Brand bei Bludenz, Austria",979089,2022-03-25T14:00:00.000Z
En Cojonnex Housing  / RDR architectes,2020,"Lausanne, Switzerland",979106,2022-03-25T13:00:00.000Z
Tallinn Cruise Terminal / Stuudio Tallinn + Salto Architects,2021,"Tallinn, Estonia",979069,2022-03-25T11:00:00.000Z
H.C.Andersen Hus Museum / Kengo Kuma & Associates,2022,"Odense, Denmark",979082,2022-03-25T08:00:00.000Z
Eulalia House / BURR,2022,"Madrid, Spain",979100,2022-03-25T07:00:00.000Z
House of Houses / YUSO,2021,"San Rafael, Costa Rica",979047,2022-03-25T03:00:00.000Z
Cusanus Academy Renovation / MoDusArchitects,2020,"Brixen, Italy",958888,2022-03-25T02:00:00.000Z
An Ty Roz Multipurpose Ballroom / TRACKS,2021,"Moréac, France",979083,2022-03-25T01:00:00.000Z
House or Garden and Margin / MURAYAMA + KATO ARCHITECTURE,2021,"Kamakura, Japan",979084,2022-03-25T00:00:00.000Z
Restaurants in Azabu-juban / KOJI AOKI + AAOAA + a design,2022,Japan,979071,2022-03-24T22:00:00.000Z
Into the Force Store / Roarc Renew,2021,"Shanghai, China",979056,2022-03-24T20:00:00.000Z
Chacott DAIKANYAMA (KASHIYAMA DAIKANYAMA) Commercial Building / TAISEI DESIGN Planners Architects & Engineers,2019,"Shibuya City, Japan",979004,2022-03-24T19:00:00.000Z
Urusus 34 Building / HGR Arquitectos,2021,"Ciudad de México, Mexico",979053,2022-03-24T16:00:00.000Z
Burger Grill Restaurant / Atelier Paralelo,2021,"Brasilia, Brazil",978975,2022-03-24T14:00:00.000Z
Berglen Conversion and New Building / studio inebi,2020,"Greifensee, Switzerland",978959,2022-03-24T12:00:00.000Z
House in Pedrezuela / Slow Studio,2021,"Pedrezuela, Spain",978945,2022-03-24T10:00:00.000Z
Thapar University Learning Laboratory / Mccullough Mulvin Architects + Designplus Associates Services,2019,"Patiala, India",954893,2022-03-24T07:00:00.000Z
Greyhound House  / Murado & Elvira,2019,"Madrid, Spain",979046,2022-03-24T06:00:00.000Z
BASAO Tea Lounge / NORM Architects,2021,"Xiamen, China",979020,2022-03-24T03:00:00.000Z
Pool Meadow / Studio MUTT,2021,"Coventry, United Kingdom",978840,2022-03-24T02:00:00.000Z
Cenchi Coffee / SpaceStation,2022,"Beijing, China",978905,2022-03-24T02:00:00.000Z
House Steffens / Jaco Wasserfall Architects,2021,"Windhoek, Namibia",979000,2022-03-24T00:00:00.000Z
ON THE ROAD Store / RIGI Design,2021,"Shanghai, China",978907,2022-03-23T22:00:00.000Z
Our Resilient House / Contexture,2021,"Ashgrove, Australia",978913,2022-03-23T20:00:00.000Z
Brick Lattice House / Srijit Srinivas Architects,2022,"Thiruvananthapuram, India",979001,2022-03-23T18:00:00.000Z
Bigelow Laboratory Graham Shimmield Residence Hall / Simons Architects,2017,"Boothbay, United States",978939,2022-03-23T16:00:00.000Z
L2 House / Pereira Miguel Arquitectos,2020,"Comporta, Portugal",978961,2022-03-23T14:00:00.000Z
Harbour Club / LEVS architecten,2021,"Amsterdam, The Netherlands",978917,2022-03-23T12:00:00.000Z
House Above the Trees / lechner & lechner architects,2019,"Salzburg, Austria",978819,2022-03-23T10:00:00.000Z
Musubi House / Craig Steely Architecture,2020,United States,978898,2022-03-23T07:00:00.000Z
Canton House / WAU Design,2022,"Wuchuan, China",978804,2022-03-23T06:00:00.000Z
Casa Rampa / Baquio Arquitectura,2022,"Quito, Ecuador",978944,2022-03-23T03:00:00.000Z
Chapel and Meditation Room  / Studio Nicholas Burns,2020,Portugal,958653,2022-03-23T02:00:00.000Z
Farmer's House / PLANO architects & associates,2021,"Hwasun-gun, South Korea",978902,2022-03-23T01:00:00.000Z
Nikon Shanghai Flagship / Lukstudio,2021,"Shanghai, China",978810,2022-03-23T00:00:00.000Z
STUDIOS 90 Residential Building / Sanjay Puri Architects,2022,"Kodla, India",978915,2022-03-22T22:00:00.000Z
BiBi House / Atelier TAs,2021,Vietnam,978903,2022-03-22T21:00:00.000Z
Seogyo Geunsaeng Residential Building / aoa architects,2021,"Mapo-gu, South Korea",978842,2022-03-22T18:00:00.000Z
Moza’be Restaurant / Espacio 18 Arquitectura,2022,"Oaxaca, Mexico",978921,2022-03-22T16:00:00.000Z
Mad Creative Agency / Moca Arquitetura,2021,"Centro, Brazil",978771,2022-03-22T14:00:00.000Z
Youth Dwellings in Copenhagen / Holscher Nordberg,2021,"Copenhagen, Denmark",978838,2022-03-22T12:00:00.000Z
The Llana House / Héctor Navarro + ARKHITEKTON,2020,"Lamadrid, Spain",978760,2022-03-22T10:00:00.000Z
Zeppelin House / SOBO architects,2018,"Gimpo-si, South Korea",978797,2022-03-22T07:00:00.000Z
The Hithe Business Incubator Space / IF_DO,2021,"London, United Kingdom",978861,2022-03-22T06:00:00.000Z
House Guaecá II / AMZ Arquitetos,2018,"São Sebastião, Brazil",978776,2022-03-22T04:00:00.000Z
Polomé Jewelry Store / Goffart-Polomé Architectes,2021,"Charleroi, Belgium",978839,2022-03-22T03:00:00.000Z
The Foliage House  / VPA Architects,2020,"Ahmedabad, India",978816,2022-03-22T01:00:00.000Z
Today is Long Cafe / Absence from Island,2020,Hong Kong (SAR),957014,2022-03-22T00:00:00.000Z
Luxelakes Floating Headquarters / Vector Architects,2021,"Chengdu, China",978243,2022-03-21T22:00:00.000Z
Tsuchiyama House / Hearth Architects,2020,Japan,978800,2022-03-21T20:00:00.000Z
Cage House / ROOM+ Design & Build,2022,Vietnam,978820,2022-03-21T18:00:00.000Z
Three Houses and a Carob Tree / BALDIO ARQUITECTURA,2021,"Córdoba, Argentina",978780,2022-03-21T16:00:00.000Z
Alphaville House / Sidney Quintela Architecture + Urban Planning,2018,"Salvador, Brazil",978770,2022-03-21T14:00:00.000Z
Kindergarten in Renens / Atelier Pulver Architectes,2020,"Renens, Switzerland",978823,2022-03-21T12:00:00.000Z
Casa Ronda / Nook Architects,2021,"Garraf, Spain",978148,2022-03-21T10:00:00.000Z
House N-DP / GRAUX & BAEYENS Architecten,2019,"Mechelen, Belgium",958036,2022-03-21T07:00:00.000Z
High Prairie Residence / eb architecture + design,2019,United States,978744,2022-03-21T07:00:00.000Z
Ylivieska Church / K2S Architects,2021,"Ylivieska, Finland",978494,2022-03-21T04:00:00.000Z
Synagogue Square in Onda / Grupo Aranea + El fabricante de espheras  + Cel-Ras Arquitectura,2020,"Onda, Spain",978774,2022-03-21T02:00:00.000Z
House No. 58 / FCHY architect lab,2021,"Taichung, China",978726,2022-03-21T02:00:00.000Z
Grampians Peaks Trail Cabins / McGregor Coxall + Noxon Giffen,2022,Australia,978736,2022-03-21T01:00:00.000Z
Sky Pool House / Guz Architects,2020,"Singapore, Singapore",978737,2022-03-20T23:00:00.000Z
Housing Building Sucre 812 / Ana Smud + Alberto Smud,2020,"Belgrano, Argentina",958220,2022-03-20T21:00:00.000Z
Infinity Wellbeing Spa Bangkok / Space Popular,2020,"Bangkok, Thailand",957945,2022-03-20T19:00:00.000Z
YD House / Isso Architects,2021,"Jakarta, Indonesia",978738,2022-03-20T17:00:00.000Z
NZE House / Paul Lukez Architecture,2018,"Harvard, United States",978772,2022-03-20T15:00:00.000Z
Wooden House / Costaveras Arquitetos,2020,"Goiânia, Brazil",978688,2022-03-20T13:00:00.000Z
Dozen Doors Coliving / gon architects,2022,"Madrid, Spain",978767,2022-03-20T11:00:00.000Z
Y Cabin  / Oslotre,2022,"Ringerike, Norway",978757,2022-03-20T09:00:00.000Z
"Housing in Anton-Schall-Gasse / trans_city / Christian Aulinger, Mark Gilbert",2021,"Vienna, Austria",978746,2022-03-20T06:00:00.000Z
Schulstrasse 17 Store / VAUST Studio,2022,"Stuttgart, Germany",978739,2022-03-20T02:00:00.000Z
Zhengdong Longhu Public Art Center / STUDIO A+,2020,"Zhengzhou, China",957988,2022-03-19T23:00:00.000Z
Gallery of the Saints Mausoleum Extension / BENT Architecture,2021,"Keilor East, Australia",978718,2022-03-19T22:00:00.000Z
Sarbalé Ke Pavilion / Kéré Architecture ,2019,"Indio, United States",915674,2022-03-19T19:00:00.000Z
La Concordia Amphitheater / Colab-19 + Taller Architects + SCA,2020,"Bogotá, Colombia",955927,2022-03-19T17:00:00.000Z
Osmo X Marusan Café / MDT Mobilier,2021,"Montréal, Canada",978750,2022-03-19T15:00:00.000Z
150 North Third Street Residential Complex / JBAD,2021,"Columbus, United States",978745,2022-03-19T13:00:00.000Z
Santos Dumont 60 Building / Atelier Kohlmann Lorentz,2020,Brazil,978595,2022-03-19T11:00:00.000Z
Electra Electronic Industry Centre / A+noima,2020,Romania,978596,2022-03-19T09:00:00.000Z
Barn Conversion  / Kastler Skjeseth Architects,2020,"Tvedestrand, Norway",978622,2022-03-19T06:00:00.000Z
Platforma Wolff DJ Bar / Apio Studio,2021,"Bucharest, Romania",978704,2022-03-19T02:00:00.000Z
Hana Bank / INTG.,2021,South Korea,978543,2022-03-18T22:00:00.000Z
Heritage Modern House / Rama Architects,2019,"Queenscliff, Australia",978675,2022-03-18T20:00:00.000Z
Kocaeli Congress Center / OZER/URGER Architects,2020,"İzmit, Turkey",978723,2022-03-18T18:00:00.000Z
Bassano Residence / Tom Robertson Architects + Simone Haag,2021,"Red Hill, Australia",978614,2022-03-18T16:00:00.000Z
Vilarinha House  / TRAMA arquitetos,2021,"Porto, Portugal",978540,2022-03-18T14:00:00.000Z
Marcinelle II School / OPEN ARCHITECTES + LT2A,2021,"Charleroi, Belgium",978589,2022-03-18T12:00:00.000Z
Collective Housing Bel-Air / Deschenaux Architects,2021,"Villars-sur-Glâne, Switzerland",978692,2022-03-18T10:00:00.000Z
Casa Las Olas  / Young Projects,2021,Dominican Republic,978698,2022-03-18T07:00:00.000Z
Take a Breath Cafe / ASWA,2022,"Bangkok, Thailand",978703,2022-03-18T06:00:00.000Z
Bevel Apartments / ODA New York,2021,"Queens, United States",978707,2022-03-18T03:00:00.000Z
South House / Woonpioniers,2020,"Almere, The Netherlands",978639,2022-03-18T02:00:00.000Z
Kindergarten in Opole / PORT,2020,"Opole, Poland",958745,2022-03-18T01:00:00.000Z
Sorrento Beach House / Pandolfini Architects,2019,"Sorrento, Australia",978684,2022-03-18T00:00:00.000Z
The Flowing Garden House / More Than Arch Studio,2021,"Zhangzhou, China",978526,2022-03-17T22:00:00.000Z
Apartment in Tel Aviv / Michal Shilgi Architecture + Rebecca Citrin Interior Design ,2021,"Tel Aviv-Yafo, Israel",978674,2022-03-17T20:00:00.000Z
Panorama House / Mosaic Design Inc.,2021,"Hayama, Japan",978682,2022-03-17T18:00:00.000Z
Girassol Building / FGMF,2021,"São Paulo, Brazil",978647,2022-03-17T16:00:00.000Z
House 2G / Haro Architects,2020,"Salzburg, Austria",978515,2022-03-17T15:00:00.000Z
Brutalist Duplex Apartment in de Riverside Tower / Studio Okami Architects,2021,"Antwerp, Belgium",978651,2022-03-17T12:00:00.000Z
Lookout Tower on Devínska Kobyla / Šebo Lichý architects,2020,"Bratislava, Slovakia",978586,2022-03-17T10:00:00.000Z
Cascina Otto House  / studio wok,2021,"Cossano Belbo, Italy",978650,2022-03-17T07:00:00.000Z
Green School South Africa / GASS Architecture Studios,2021,"Paarl, South Africa",978637,2022-03-17T07:00:00.000Z
Stillwater House / Prentiss + Balance + Wickline Architects,2018,"Whitefish, United States",978588,2022-03-17T03:00:00.000Z
Taxco 25 Building / EDAA,2021,"Mexico City, Mexico",978628,2022-03-17T02:00:00.000Z
Hawthorn House / Edition Office,2018,"Hawthorn, Australia",920206,2022-03-17T01:00:00.000Z
Patch-City Pavilion / ROOI Design and Research,2022,"Guangzhou, China",978530,2022-03-17T00:00:00.000Z
Raffles City The Bund / Pelli Clarke & Partners,2021,"Shanghai, China",978396,2022-03-16T22:00:00.000Z
Lava House / Atelier Riri,2021,"Kecamatan Sleman, Indonesia",978541,2022-03-16T20:00:00.000Z
The Running Bean Café / Red5studio,2022,Vietnam,978527,2022-03-16T18:00:00.000Z
Casa PR21008 / Engawa Archlab,2021,"Santo Domingo, Ecuador",978524,2022-03-16T16:00:00.000Z
DC Residence / F:Poles Arquitetura,2021,"Araçoiaba da Serra, Brazil",978525,2022-03-16T14:00:00.000Z
Youth Hostel Gerlos / lechner & lechner architects,2021,"Hochkrimml , Austria",978571,2022-03-16T12:00:00.000Z
House in Speicherschwendi / Dario Wohler Architects,2020,"Speicher, Switzerland",978514,2022-03-16T10:00:00.000Z
Mazul Beachfront Villas / Revolution,2020,"Santa Elena El Tule, Mexico",961763,2022-03-16T07:00:00.000Z
Villa Hedberg / Marge Arkitekter,2018,"Åhus, Sweden",978560,2022-03-16T06:00:00.000Z
FDNY Rescue Company 2 Facility / Studio Gang,2019,"Brooklyn, United States",978583,2022-03-16T03:00:00.000Z
Conversion of Former Fire Station Building / Dario Wohler Architects,2021,"Dübendorf, Switzerland",978546,2022-03-16T02:00:00.000Z
Hayy Jameel Cultural Center / waiwai,2021,"Jeddah, Saudi Arabia",978537,2022-03-16T01:00:00.000Z
YG Headquarters / UNStudio,2021,"Seoul, South Korea",978531,2022-03-16T01:00:00.000Z
"Sna Marianapolis International School, Bien Hoa Campus / BHA",2021,"Biên Hòa, Vietnam",978486,2022-03-15T22:00:00.000Z
Center for Art and Technology in TNUA / EHS ArchiLab + Hsuyuan Kuo Architects & Associates,2021,"Beitou District, Taiwan",978445,2022-03-15T21:00:00.000Z
The Perch House / Chadbourne + Doss Architects,2020,"Seattle, United States",978498,2022-03-15T18:00:00.000Z
Bitelhaus / Alric Galindez Arquitectos,2020,"Los Polvorines, Argentina",978519,2022-03-15T16:00:00.000Z
Tamboré Jaguariúna Complex / FGMF,2019,"Jaguariúna, Brazil",978472,2022-03-15T14:00:00.000Z
Jaurès Petit Housings / archi5,2021,"Paris, France",977573,2022-03-15T13:00:00.000Z
La Tabatière House / Noue Studio,2021,"Montagny, Switzerland",978456,2022-03-15T10:00:00.000Z
PokoPoko Club House / Klein Dytham architecture,2020,"Nasu, Japan",958285,2022-03-15T07:00:00.000Z
The Orangery Renovation / McCloy + Muchemwa,2021,"Norwich, United Kingdom",978460,2022-03-15T06:00:00.000Z
Taigh Bainne House / BARD,2020,United Kingdom,977558,2022-03-15T03:00:00.000Z
Apple Piazza Liberty  / Foster + Partners,2018,"Milano, Italy",978489,2022-03-15T02:00:00.000Z
Scarborough Bêton Brut House / Young Architects,2021,"Christchurch, New Zealand",978444,2022-03-15T01:00:00.000Z
Ultimo Public School / DesignInc + Lacoste + Stevenson + bmc2 architects,2021,"Ultimo, Australia",978467,2022-03-15T01:00:00.000Z
Shenzhen Lotus Water Culture Base and Ground Level of Honghu Park Water Purification Plant / NODE Achitecture & Urbanism,2021,"Shenzhen, China",978392,2022-03-14T22:00:00.000Z
House Between the Wall / AA+A Architect,2021,"Krung Thep Maha Nakhon, Thailand",978449,2022-03-14T20:00:00.000Z
3x4 Café and House / SOBO architects,2019,"Yangju-si, South Korea",978318,2022-03-14T18:00:00.000Z
Mirador Barón Building / Mathias Klotz,2019,"Valparaíso, Chile",978393,2022-03-14T16:00:00.000Z
"Temporary Market at MAAT – Museu de Arte, Arquitectura e Tecnologia / FURO",2021,"Lisboa, Portugal",978209,2022-03-14T14:00:00.000Z
Media Library Les Sources Vives / MU Architecture,2021,"Avon, France",978177,2022-03-14T12:00:00.000Z
nnU House / Studio Jayga Architects,2021,"Loughton, United Kingdom",978118,2022-03-14T10:00:00.000Z
The Holy Redeemer Church and Community Centre of Las Chumberas / Fernando Menis,2021,"San Cristobal de La Laguna, Spain",978353,2022-03-14T07:00:00.000Z
Nanhua Glimmer Park / Atelier Let's + JR Architects,2021,"Gaoshu, Taiwan",978328,2022-03-14T07:00:00.000Z
Soler Textiles Office / Ana Smud,2019,"Palermo, Argentina",958358,2022-03-14T03:00:00.000Z
House in Pomar do Cafezal / Coletivo LEVANTE,2020,"Santana do Cafezal, Brazil",978223,2022-03-14T02:00:00.000Z
Riverside House / Shinji Nakano Architects,2021,"Fukuoka, Japan",978314,2022-03-14T02:00:00.000Z
Dolphin Sands Studio / Matt Williams Architects,2021,"Dolphin Sands, Australia",978319,2022-03-14T01:00:00.000Z
Sleeping Lab·Arch / Atelier d'More,2022,"Beijing, China",978174,2022-03-13T23:00:00.000Z
Concéntrico Pavilion / sauermartins + Mauricio Méndez,2021,"Logroño, Spain",978290,2022-03-13T21:00:00.000Z
workshopXZ Shanghai Office Renovation / workshopXZ,2022,"Shanghai, China",978106,2022-03-13T19:00:00.000Z
"He, She & It / Davidson Rafailidis",2016,"Buffalo, United States",957496,2022-03-13T17:00:00.000Z
Sauna Hut / Project Architecture Company,2021,"Hameln, Germany",978351,2022-03-13T15:00:00.000Z
Rocky Mountain House #1 / forma Architecture,2020,"Carbondale, United States",978348,2022-03-13T14:00:00.000Z
Radius House / Pentagon,2022,"Los Angeles, United States",977870,2022-03-13T11:00:00.000Z
House One / Fábrica Móvil,2021,"Merida, Mexico",978230,2022-03-13T09:00:00.000Z
Laaneotsa House / KUU arhitektid,2020,"Pringi, Estonia",978365,2022-03-13T06:00:00.000Z
Prachnerova Apartments / A.LT Architekti,2019,"Praha 5, Czech Republic",978273,2022-03-13T02:00:00.000Z
Kozakai Kifukan Community Center / C+A Coelacanth and Associates + Yasuyuki Ito,2021,"Toyokawa, Japan",978277,2022-03-13T00:00:00.000Z
K House / rear studio,2021,"Ho Chi Minh City, Vietnam",978249,2022-03-12T21:00:00.000Z
11-1studio / Yosuke SAGOSHI Atelier,2021,"Toshima, Japan",978274,2022-03-12T19:00:00.000Z
Casa Santos / Ana de Bastos,,Portugal,978366,2022-03-12T18:00:00.000Z
"Smart Training Pavilion / Martin Handley, Yann Junod, Nicola Schürch",2021,"Saint-Sulpice, Switzerland",978099,2022-03-12T15:00:00.000Z
PALMS Headquarters / KM 429 architecture,2018,"Modena, Italy",978371,2022-03-12T13:00:00.000Z
Baltimore Bend Playground / Arttenders + Studio Spass,2022,"Almere, The Netherlands",977989,2022-03-12T11:00:00.000Z
A Ciel Ouvert Housing Complex / Christophe Rousselle Architecte,2016,"Gennevilliers, France",977997,2022-03-12T09:00:00.000Z
The Light House / bioi. Design + Build,2019,"Calgary, Canada",978074,2022-03-12T06:00:00.000Z
National Aviation Museum of Korea / Haeahn Architecture,2020,"Gangseo-gu, South Korea",978246,2022-03-12T03:00:00.000Z
National Assembly Communication Building / Haeahn Architecture + H Architecture ,2020,"Yeongdeungpo-gu, South Korea",978266,2022-03-11T23:00:00.000Z
Sister’s House / 1+1>2 Architects,2019,"Cổ Đông, Vietnam",978257,2022-03-11T20:00:00.000Z
Sakae House / Hearth Architects,2020,"Hikone, Japan",978337,2022-03-11T19:00:00.000Z
Urban Requalification of the Colina Sagrada do Senhor do Bonfim / Sotero Arquitetos,2019,0,935581,2022-03-11T16:00:00.000Z
